,Unnamed: 0,placekey,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visitor_home_cbgs,poi_cbg,visitor_daytime_cbgs,distance_from_home,bucketed_dwell_times,related_same_day_brand,device_type,median_dwell,bucketed_dwell_times.1,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,naics_2dig,naics_3dig,category,tract_id
36586,36598,zzz-222@627-wh4-f75,2019-03-01 00:00:00-05:00,2019-04-01 00:00:00-04:00,101,79,"[2,2,1,3,2,0,3,4,3,4,1,4,1,4,6,4,5,2,5,2,3,1,9,1,0,6,4,4,6,3,6]","{""360470430003"":4,""360470502022"":4,""340130011001"":4,""360470504003"":4,""360470436002"":4,""360050429012"":4,""360470740001"":4,""360470484001"":4,""360471502002"":4,""360470169005"":4,""360470418001"":4,""360610121004"":4,""360594138034"":4,""360810582003"":4,""360470167004"":4,""360470484002"":4,""360470085003"":4}",360470502022,"{""360810166001"":4,""360810549003"":4,""360470502022"":4,""360850208033"":4,""340390382025"":4,""360610002022"":4,""360470768003"":4,""360470502021"":4,""360470820001"":4,""360471502002"":4,""120570035004"":4,""360470974001"":4,""360470488002"":4}",4707.0,"{""<5"":3,""5-10"":50,""11-20"":14,""21-60"":6,""61-120"":8,""121-240"":14,"">240"":6}","{""BP"":3,""Donut Connection"":3,""Dunkin'"":3,""Domino's Pizza"":2,""The Home Depot"":2,""Speedway"":2,""7-Eleven"":2,""Party City"":2,""Barnes and Noble College"":2,""CubeSmart"":2,""Costco"":2,""United States Postal Service (USPS)"":2,""CVS"":2,""Sunoco"":2,""Checkers Drive-In Restaurants"":2,""Rita's Italian Ice"":1,""Little Caesars"":1,""Ramada"":1,""Conrad Hotels"":1,""Old Dominion Freight Line"":1}","{""android"":38,""ios"":43}",10.0,"{""<5"":3,""5-10"":50,""11-20"":14,""21-60"":6,""61-120"":8,""121-240"":14,"">240"":6}",,Sitting Area Seeley,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.65266,-73.976864,Sitting Area Seeley,New York,NY,11218,US,,,,,,2019-07-01,POLYGON,71,712,Recreation,36047050202
