,tract_id,mar_19,mar_20,mar_21,20_19,21_20,nor_20_19,nor_21_20
246,36005035000,1587.0,399.0,270,-1188.0,-129.0,-0.7485822306238186,-0.3233082706766917
247,36005035100,1250.0,827.0,541,-423.0,-286.0,-0.3384,-0.34582829504232165
248,36005035600,1823.0,888.0,362,-935.0,-526.0,-0.5128908392759188,-0.5923423423423423
249,36005035800,2086.0,1993.0,541,-93.0,-1452.0,-0.04458293384467881,-0.728549924736578
250,36005035900,1158.0,711.0,423,-447.0,-288.0,-0.3860103626943005,-0.4050632911392405
251,36005036000,773.0,393.0,216,-380.0,-177.0,-0.49159120310478654,-0.45038167938931295
252,36005036100,4208.0,1272.0,763,-2936.0,-509.0,-0.6977186311787072,-0.4001572327044025
253,36005036300,3699.0,2673.0,4027,-1026.0,1354.0,-0.2773722627737226,0.5065469509913955
254,36005036400,757.0,431.0,310,-326.0,-121.0,-0.43064729194187584,-0.28074245939675174
255,36005036501,1927.0,2172.0,401,245.0,-1771.0,0.12714063310845874,-0.815377532228361
256,36005036502,968.0,577.0,267,-391.0,-310.0,-0.40392561983471076,-0.537261698440208
257,36005036700,1187.0,892.0,400,-295.0,-492.0,-0.2485256950294861,-0.5515695067264574
258,36005036800,845.0,1033.0,214,188.0,-819.0,0.22248520710059172,-0.7928363988383349
259,36005036901,594.0,422.0,295,-172.0,-127.0,-0.2895622895622896,-0.3009478672985782
260,36005036902,998.0,539.0,405,-459.0,-134.0,-0.45991983967935873,-0.24860853432282004
261,36005037000,966.0,526.0,215,-440.0,-311.0,-0.4554865424430642,-0.591254752851711
262,36005037100,1919.0,1426.0,911,-493.0,-515.0,-0.2569046378322043,-0.3611500701262272
263,36005037200,631.0,306.0,163,-325.0,-143.0,-0.5150554675118859,-0.4673202614379085
264,36005037300,2642.0,1531.0,675,-1111.0,-856.0,-0.42051476154428463,-0.5591116917047682
265,36005037400,1233.0,733.0,618,-500.0,-115.0,-0.40551500405515006,-0.15688949522510232
266,36005037504,1306.0,1121.0,287,-185.0,-834.0,-0.1416539050535988,-0.743978590544157
267,36005037600,877.0,480.0,181,-397.0,-299.0,-0.4526795895096921,-0.6229166666666667
268,36005037800,1648.0,755.0,355,-893.0,-400.0,-0.5418689320388349,-0.5298013245033113
269,36005037900,4006.0,2218.0,863,-1788.0,-1355.0,-0.4463305042436346,-0.6109107303877367
270,36005038000,1396.0,940.0,505,-456.0,-435.0,-0.32664756446991405,-0.4627659574468085
271,36005038100,3567.0,3820.0,728,253.0,-3092.0,0.07092795065881694,-0.8094240837696335
272,36005038200,832.0,486.0,234,-346.0,-252.0,-0.41586538461538464,-0.5185185185185185
273,36005038301,1916.0,1299.0,593,-617.0,-706.0,-0.3220250521920668,-0.5434949961508853
274,36005038302,1990.0,2022.0,590,32.0,-1432.0,0.016080402010050253,-0.7082096933728981
275,36005038500,1748.0,1618.0,678,-130.0,-940.0,-0.07437070938215103,-0.580964153275649
276,36005038600,2272.0,1523.0,709,-749.0,-814.0,-0.3296654929577465,-0.5344714379514117
277,36005038700,1171.0,1084.0,374,-87.0,-710.0,-0.07429547395388557,-0.6549815498154982
278,36005038800,923.0,582.0,153,-341.0,-429.0,-0.3694474539544962,-0.7371134020618557
279,36005038900,1644.0,1041.0,601,-603.0,-440.0,-0.36678832116788324,-0.42267050912584053
280,36005039000,1356.0,1077.0,412,-279.0,-665.0,-0.20575221238938052,-0.617455896007428
281,36005039100,2248.0,1778.0,1077,-470.0,-701.0,-0.2090747330960854,-0.3942632170978628
282,36005039200,574.0,258.0,143,-316.0,-115.0,-0.5505226480836237,-0.44573643410852715
283,36005039300,3865.0,1845.0,661,-2020.0,-1184.0,-0.5226390685640362,-0.6417344173441735
284,36005039400,1368.0,1441.0,353,73.0,-1088.0,0.0533625730994152,-0.7550312283136711
285,36005039500,1955.0,2149.0,812,194.0,-1337.0,0.09923273657289003,-0.6221498371335505
286,36005039600,1416.0,916.0,448,-500.0,-468.0,-0.3531073446327684,-0.5109170305676856
287,36005039700,6892.0,3503.0,1002,-3389.0,-2501.0,-0.4917295414973883,-0.7139594633171568
