tract_id,raw_visit_counts
36061022600,9879
36061022700,7367
36061022800,15207
36061022900,12171
36061023000,15708
36061023100,8339
36061023200,18455
36061023300,6798
36061023400,5635
36061023501,6005
36061023502,3696
36061023600,16019
36061023700,8164
36061023801,30792
36061023802,5404
36061023900,4371
36061024000,9115
36061024100,7828
36061024200,12521
36061024301,3885
36061024302,9458
36061024500,19762
36061024700,12282
36061024900,3193
36061025100,21988
36061025300,11512
36061025500,16883
36061025700,16217
36061025900,8613
36061026100,11914
36061026300,12998
36061026500,11174
36061026700,1596
36061026900,12915
36061027100,12396
36061027300,15530
36061027500,749
36061027700,6402
36061027900,9579
36061028100,1028
36061028300,7042
36061028500,11775
36061028700,7518
36061029100,12053
36061029300,11938
36061029500,6180
36061029700,5626
36061029900,12975
36061030300,12215
36061030700,2568
36061030900,10588
36061031100,4752
36061031703,40467
36061031704,12848
36061031900,2858
36081000100,1180
36081000700,1112
36081001900,1444
36081002000,192
36081002400,430
36081003200,233
36081003300,4778
36081003700,465
36081003800,2114
36081003900,259
36081004001,2
36081004200,967
36081004300,1685
36081004401,353
36081004500,35
36081004700,126
36081005500,1
36081005700,309
36081005800,1535
36081006202,1344
36081006300,5
36081006501,104
36081007100,319
36081007700,202
36081008300,1611
36081008600,115
36081008700,1079
36081008800,534
36081009100,57
36081009400,75
36081009500,2069
36081009600,300
36081009800,89
36081010000,113
36081010701,570
36081010800,432
36081011100,65
36081011200,887
36081011500,525
36081011600,387
36081011900,196
36081012200,89
36081012301,2182
36081012500,513
36081012800,418
36081013600,79
36081015100,6891
36081015500,279
36081015600,240
36081015801,1235
36081015802,50
36081016900,351
36081017100,543
36081017200,874
36081017600,645
36081018101,61
36081018102,477
36081018200,2581
36081018402,726
36081018501,71
36081018700,264
36081018800,950
36081018900,486
36081019900,19
36081020200,725
36081020600,966
36081020800,1164
36081021200,522
36081021400,402
36081021600,937
36081022001,6132
36081023200,1901
36081024000,7470
36081024300,367
36081024500,802
36081024700,175
36081025100,11413
36081025301,377
36081025302,493
36081025400,1253
36081026000,877
36081026300,1354
36081026700,3030
36081026901,443
36081026902,136
36081027300,864
36081027500,256
36081027900,3367
36081028300,31
36081028700,2414
36081028800,176
36081028900,44
36081029100,1347
36081029300,740
36081029400,346
36081029700,486
36081029900,367
36081030600,3596
36081030904,3028
36081031700,338
36081032000,5473
36081032800,566
36081033100,79357
36081033401,952
36081033402,14425
36081033900,687
36081034700,812
36081035700,1797
36081036100,10
36081036300,326
36081036500,693
36081037500,1078
36081037600,27
36081038100,576
36081038302,37187
36081040200,301
36081040400,1658
36081040500,10020
36081041500,648
36081042600,1259
36081043200,644
36081043400,651
36081043900,370
36081044000,1076
36081044301,1546
36081044302,2212
36081044601,1133
36081045600,883
36081046000,118
36081046200,672
36081046600,1018
36081047500,1518
36081047900,202
36081048100,264
36081048200,831
36081048300,1549
36081049302,581
36081049900,1533
36081050400,168
36081050800,522
36081051100,1029
36081051200,993
36081051300,752
36081051700,2828
36081052100,352
36081052200,418
36081053100,9
36081053401,711
36081053500,211
36081053800,806
36081053900,915
36081054200,1673
36081054900,476
36081055300,646
36081055500,12
36081055700,401
36081056100,119
36081056800,666
36081057700,380
36081058000,972
36081058200,8612
36081058700,556
36081058900,1347
36081059800,298
36081059900,464
36081061000,507
36081061301,633
36081061400,2921
36081062500,489
36081062900,2464
36081063301,725
36081063700,210
36081063800,877
36081064102,7040
36081064600,497
36081065400,6601
36081065900,1346
36081066300,6485
36081066400,2690
36081068000,411
36081068300,20647
36081069300,681
36081070300,63
36081070900,354
36081071100,698
36081071305,569
36081071600,6933
36081071701,268
36081071900,879
36081072100,2986
36081074300,401
36081074500,1179
36081074700,437
36081075702,769
36081076901,149
36081077300,51
36081077500,13
36081077902,403
36081077903,329
36081077904,104
36081077906,574
36081079200,377
36081079702,3567
36081080302,370
36081080900,442
36081081800,1814
36081084601,267
36081084602,1044
36081084900,109
36081085300,2
36081085500,1038
36081086400,278
36081086900,669
36081087100,196
36081088400,1398
36081088901,1300
36081089200,1752
36081090700,945
36081092200,484
36081092500,493
36081092800,7003
36081092900,4489
36081093401,419
36081093800,1446
36081093900,546
36081094201,144
36081094202,5645
36081094203,1836
36081094500,1555
36081094700,359
36081095400,201
36081096400,1490
36081097203,235
36081097204,1076
36081097300,958
36081098100,309
36081098700,317
36081099701,1251
36081099704,3685
36081099705,1197
36081099802,719
36081100801,526
36081100802,777
36081101001,2005
36081101002,298
36081101700,484
36081103201,524
36081103202,89
36081103300,1
36081103900,1707
36081104700,1360
36081107201,579
36081107202,353
36081108500,256
36081109300,935
36081109700,1924
36081109900,525
36081115900,6
36081116100,236
36081116300,216
36081116700,94
36081118500,3611
36081119500,1301
36081121100,1949
36081122701,776
36081122702,977
36081124700,59
36081126700,1910
36081128300,2326
36081129104,1272
36081134100,2576
36081134700,3621
36081136700,494
36081137700,571
36081138501,340
36081140901,389
36081143500,340
36081146300,683
36081146700,1225
36081147900,123
36081148300,1327
36081150701,324
36081150702,455
36081152901,1416
36081152902,2214
36081155102,447
36081156700,2126
36081157101,1884
36081161700,3
36081162100,509
36085000300,7873
36085000600,493
36085000700,394
36085000800,1347
36085000900,543
36085001100,331
36085002002,1042
36085002100,1321
36085002900,889
36085003300,338
36085003600,244
36085003900,115
36085004000,8121
36085004700,769
36085005000,271
36085006400,8424
36085006700,13
36085007000,5322
36085007400,1576
36085007500,746
36085007700,879
36085008100,770
36085009602,590
36085009700,575
36085010500,433
36085011201,395
36085011202,2091
36085011401,1006
36085011402,147
36085012100,720
36085012500,1460
36085012804,2476
36085012805,848
36085012806,3128
36085013201,872
36085013203,3339
36085013204,362
36085013302,1500
36085013400,13212
36085013800,85
36085014604,655
36085014605,1593
36085014606,3196
36085014607,876
36085014700,133
36085015400,8683
36085015601,664
36085015602,288
36085015603,1788
36085016901,305
36085017005,1666
36085017007,2531
36085017008,613
36085017009,109
36085017011,325
36085017012,231
36085017300,418
36085017600,5936
36085017700,1466
36085018100,2893
36085018702,545
36085018901,849
36085018902,452
36085019800,5644
36085020100,1114
36085020700,985
36085020801,963
36085020804,27052
36085021300,356
36085022300,241
36085022600,17800
36085022800,3077
36085023100,38
36085023900,764
36085024401,5457
36085024402,2693
36085024800,1880
36085025100,803
36085027301,867
36085027302,5382
36085027702,3890
36085027705,63
36085027706,549
36085027900,702
36085029102,3996
36085029103,4956
36085029104,2396
36085030301,278
36085030302,446
36085031901,2116
36085031902,484
36085032300,1517
36091062508,462
36103145702,134
36105950600,1
36117020800,22
