tract_id,raw_visit_counts
36061000700,92658
36061000800,31541
36061000900,155607
36061001001,2684
36061001002,9365
36061001200,7451
36061001300,198145
36061001401,11923
36061001402,18197
36061001501,71220
36061001502,98198
36061001600,38446
36061001800,51376
36061002000,4553
36061002100,105304
36061002201,26911
36061002202,6605
36061002400,3264
36061002500,6029
36061002601,7148
36061002602,9235
36061002700,9115
36061002800,19023
36061002900,107436
36061003001,30840
36061003002,8223
36061003100,209756
36061003200,35044
36061003300,81179
36061003400,25006
36061003601,14521
36061003602,15454
36061003700,70510
36061003800,43026
36061003900,53504
36061004000,30556
36061004100,65827
36061004200,29714
36061004300,38931
36061004400,18250
36061004500,37051
36061004700,34893
36061004800,34642
36061004900,48410
36061005000,68972
36061005200,80705
36061005400,58472
36061005501,30903
36061005502,32009
36061005600,61794
36061005700,35770
36061005800,86333
36061005900,22575
36061006000,6223
36061006100,57721
36061006200,63569
36061006300,40418
36061006400,32863
36061006500,62873
36061006600,36827
36061006700,31845
36061006800,60896
36061006900,15953
36061007000,51482
36061007100,29628
36061007200,43817
36061007300,29525
36061007400,92211
36061007500,28311
36061007600,125626
36061007700,39749
36061007800,27030
36061007900,49606
36061008000,64433
36061008100,57180
36061008200,73015
36061008300,90061
36061008400,100062
36061008601,9528
36061008602,8722
36061008603,8410
36061008700,33451
36061008800,47840
36061008900,25967
36061009000,59295
36061009100,60605
36061009200,192105
36061009300,22377
36061009400,109201
36061009500,70039
36061009600,130310
36061009700,21852
36061009800,57364
36061009900,174380
36061010000,98265
36061010100,270585
36061010200,91173
36061010300,63123
36061010400,167605
36061010601,26718
36061010602,16292
36061010800,53514
36061010900,147851
36061011000,36466
36061011100,74217
36061011201,53285
36061011202,46931
36061011203,33470
36061011300,218601
36061011401,39057
36061011402,33103
36061011500,124230
36061011600,124897
36061011700,22843
36061011800,48556
36061011900,233597
36061012000,46853
36061012100,76278
36061012200,20384
36061012400,37323
36061012500,223824
36061012600,50264
36061012700,68857
36061012800,25988
36061012900,57317
36061013000,21905
36061013100,155009
36061013200,24298
36061013300,49591
36061013400,32124
36061013500,50643
36061013600,28797
36061013700,176783
36061013800,45707
36061013900,57438
36061014000,29119
36061014200,28186
36061014300,193996
36061014401,7376
36061014402,12403
36061014500,83728
36061014601,19011
36061014602,25223
36061014700,16798
36061014801,22329
36061014802,36725
36061014900,47813
36061015001,9734
36061015002,16266
36061015100,38858
36061015200,22575
36061015300,43331
36061015400,62981
36061015500,14391
36061015601,13958
36061015602,13601
36061015700,30401
36061015801,14023
36061015802,9563
36061015900,30598
36061016001,13645
36061016002,12178
36061016100,18745
36061016200,14768
36061016300,29101
36061016400,14272
36061016500,62258
36061016600,22724
36061016700,21328
36061016800,48371
36061016900,20922
36061017000,29510
36061017100,26189
36061017200,39503
36061017300,21880
36061017401,11379
36061017402,4154
36061017500,19017
36061017700,22345
36061017800,25379
36061017900,21193
36061018000,13212
36061018100,21178
36061018200,24750
36061018300,30447
36061018400,17105
36061018500,14663
36061018600,7369
36061018700,17899
36061018800,19105
36061018900,23058
36061019000,15852
36061019100,16142
36061019200,9513
36061019300,32207
36061019400,19392
36061019500,41038
36061019600,39760
36061019701,5757
36061019702,5173
36061019800,16886
36061019900,22543
36061020000,18482
36061020101,10491
36061020102,6901
36061020300,33624
36061020500,24734
36061020600,12149
36061020701,4621
36061020800,22320
36061020901,25904
36061021000,5750
36061021100,19739
36061021200,25163
36061021303,13610
36061021400,6766
36061021500,9339
36061021600,29275
36061021703,23984
36061021800,32683
36061021900,23987
36061022000,15278
36061022102,7829
36061022200,49634
36061022301,20469
36061022302,5322
36061022400,17114
36061022500,20121
36061022600,14041
36061022700,15009
36061022800,23214
36061022900,24914
36061023000,20456
36061023100,13911
36061023200,24017
36061023300,16767
36061023400,6854
36061023501,10782
36061023502,7707
36061023600,29088
36061023700,14352
36061023801,12050
36061023802,5343
36061023900,6998
36061024000,12111
36061024100,15610
36061024200,17274
36061024301,7717
36061024302,14677
36061024500,39572
36061024700,12664
36061024900,5649
36061025100,49939
36061025300,22836
36061025500,29130
36061025700,30270
36061025900,13774
36061026100,31037
36061026300,25051
36061026500,23413
36061026700,4289
36061026900,27752
36061027100,25447
36061027300,14184
36061027500,1363
36061027700,12441
36061027900,20323
36061028100,1947
36061028300,15708
36061028500,15819
36061028700,17275
36061029100,22559
36061029300,26050
36061029500,11046
36061029700,8000
36061029900,19168
36061030300,15044
36061030700,4965
36061030900,10883
36061031100,7437
36061031703,83713
36061031704,24316
36061031900,9495
36065025003,1
36081000100,1577
36081000700,1684
36081001900,3204
36081002000,173
36081002400,693
36081003100,6
36081003200,458
36081003300,2206
36081003700,582
36081003800,5157
36081003900,329
36081004001,2
36081004200,1024
36081004300,2219
36081004401,396
36081004500,36
36081004700,73
36081005500,1
36081005700,522
36081005800,2169
36081006202,2013
36081006300,8
36081006501,182
36081007100,315
36081007700,194
36081008300,1402
36081008600,216
36081008700,1686
36081008800,612
36081009100,69
36081009400,75
36081009500,2362
36081009600,501
36081009800,131
36081010000,149
36081010701,721
36081010800,1032
36081011100,196
36081011200,1137
36081011500,929
36081011600,646
36081011900,408
36081012200,297
36081012301,2309
36081012500,780
36081012800,680
36081013600,216
36081015100,3528
36081015500,329
36081015600,377
36081015801,1596
36081015802,35
36081016900,743
36081017100,601
36081017200,832
36081017600,849
36081018101,81
36081018102,672
36081018200,763
36081018402,727
36081018501,104
36081018700,298
36081018800,1354
36081018900,686
36081019900,30
36081020200,1022
36081020600,1018
36081020800,1640
36081021200,855
36081021400,465
36081021600,1397
36081022001,8934
36081023200,2956
36081024000,2908
36081024300,471
36081024500,777
36081024700,375
36081025100,10267
36081025301,664
36081025302,632
36081025400,1519
36081026000,1356
36081026300,1919
36081026700,3801
36081026901,379
36081026902,44
36081027300,1234
36081027500,489
36081027900,5870
36081028300,97
36081028700,3061
36081028800,248
36081028900,50
36081029100,1485
36081029300,632
36081029400,427
36081029700,360
36081029900,613
36081030600,6520
36081030904,1448
36081031700,440
36081032000,3981
36081032800,771
36081033100,164738
36081033401,731
36081033402,9566
36081033900,929
36081034700,1225
36081035700,2505
36081036100,50
36081036300,498
36081036500,1088
36081037500,1198
36081037600,83
36081038100,921
36081038302,62939
36081040200,447
36081040400,2187
36081040500,15452
36081041500,1026
36081042600,1492
36081043200,676
36081043400,1419
36081043900,682
36081044000,1474
36081044301,1539
36081044302,3213
36081044601,2126
36081045600,953
36081046000,59
36081046200,698
36081046600,1218
36081047500,2566
36081047900,331
36081048100,651
36081048200,994
36081048300,1986
36081049302,783
36081049900,2312
36081050400,538
36081050800,961
36081051100,1018
36081051200,1151
36081051300,1294
36081051700,716
36081052100,509
36081052200,669
36081053100,5
36081053401,1125
36081053500,311
36081053800,3490
36081053900,1650
36081054200,1078
36081054900,361
36081055300,1187
36081055500,31
36081055700,644
36081056100,129
36081056800,839
36081057700,418
36081058000,529
36081058200,6113
36081058700,484
36081058900,1416
36081059800,606
36081059900,968
36081061000,461
36081061301,864
36081061400,4552
36081062500,454
36081062900,1273
36081063301,762
36081063700,24
36081063800,1108
36081064102,13220
36081064600,764
36081065400,5220
36081065900,2294
36081066300,3222
36081066400,4147
36081068000,653
36081068300,14526
36081069300,802
36081070300,85
36081070900,474
36081071100,3261
36081071305,551
36081071600,16152
36081071701,334
36081071900,1287
36081072100,4132
36081074300,365
36081074500,1774
36081074700,559
36081075702,1064
36081076901,282
36081077300,133
36081077500,47
36081077902,458
36081077903,402
36081077904,239
36081077906,565
36081079200,451
36081079702,4444
36081080302,360
36081080900,728
36081081800,4264
36081084601,528
36081084602,1484
36081084900,118
36081085300,6
36081085500,1568
36081086400,375
36081086900,1606
36081087100,281
36081088400,1880
36081088901,1794
36081089200,2216
36081090700,840
36081092200,583
36081092500,557
36081092800,4642
36081092900,2465
36081093401,655
36081093800,2139
36081093900,397
36081094201,437
36081094202,8225
36081094203,2684
36081094500,1964
36081094700,324
36081095400,321
36081096400,2403
36081097203,416
36081097204,2017
36081097300,677
36081098100,409
36081098700,413
36081099701,1333
36081099704,1401
36081099705,1435
36081099802,795
36081100801,876
36081100802,1222
36081101001,3577
36081101002,271
36081101700,728
36081103201,843
36081103202,85
36081103300,2
36081103900,2601
36081104700,1343
36081107201,805
36081107202,496
36081108500,360
36081109300,1156
36081109700,2136
36081109900,674
36081115900,4
36081116100,462
36081116300,215
36081116700,270
36081118500,1509
36081119500,1427
36081121100,1941
36081122701,1012
36081122702,1581
36081124700,90
36081126700,9117
36081128300,2390
36081129104,1356
36081134100,528
36081134700,5353
36081136700,625
36081137700,717
36081138501,355
36081140901,594
36081143500,646
36081146300,903
36081146700,3612
36081147900,142
36081148300,1486
36081150701,653
36081150702,736
36081152901,1364
36081152902,915
36081155102,646
36081156700,2647
36081157101,329
36081161700,4
36081162100,800
36085000300,16928
36085000600,467
36085000700,559
36085000800,1474
36085000900,929
36085001100,462
36085002002,1456
36085002100,2480
36085002900,1238
36085003300,346
36085003600,379
36085003900,770
36085004000,8366
36085004700,1191
36085005000,259
36085006400,2196
36085006700,23
36085007000,6162
36085007400,1540
36085007500,3597
36085007700,1188
36085008100,1088
36085009602,886
36085009700,819
36085010500,357
36085011201,441
36085011202,2066
36085011401,1173
36085011402,135
36085012100,984
36085012500,2093
36085012804,3610
36085012805,672
36085012806,3997
36085013201,773
36085013203,3919
36085013204,451
36085013302,1416
36085013400,4698
36085013800,157
36085014604,622
36085014605,2704
36085014606,3201
36085014607,1147
36085014700,210
36085015400,7915
36085015601,882
36085015602,131
36085015603,1723
36085016901,373
36085017005,2567
36085017007,2070
36085017008,863
36085017009,258
36085017011,423
36085017012,366
36085017300,481
36085017600,7043
36085017700,2398
36085018100,3598
36085018702,801
36085018901,752
36085018902,555
36085019800,7226
36085020100,1216
36085020700,1004
36085020801,926
36085020804,13602
36085021300,394
36085022300,406
36085022600,21194
36085022800,4648
36085023100,67
36085023900,918
36085024401,8436
36085024402,1936
36085024700,589
36085024800,1930
36085025100,1164
36085027301,1156
36085027302,7614
36085027702,7811
36085027705,75
36085027706,476
36085027900,966
36085029102,5052
36085029103,7604
36085029104,3288
36085030301,436
36085030302,740
36085031901,1029
36085031902,401
36085032300,2191
36091062508,650
36103145702,246
36105950600,8
36117020800,49
