,ori_income_high_per,ori_income_high,ori_income_low_per,ori_income_low,tract_id,ori_income_high_per_20,ori_income_high_20,ori_income_low_per_20,ori_income_low_20,ori_income_high_per_21,ori_income_high_21,ori_income_low_per_21,ori_income_low_21,income_high_20_19,income_high_21_20,income_low_20_19,income_low_21_20,income_high_low_19,income_high_low_20,income_high_low_21,high_low_perct_20_19,high_low_perct_21_20
262,1,16,0,0,36047013700,1,4,0,0,0.2,4,0.8,16,-0.75,0,,inf,16,4,-12,,#NAME?
263,0.206896552,12,0.793103448,46,36047013800,0.454545455,20,0.545454545,24,0.220779221,17,0.779220779,60,0.666666667,-0.15,-0.916666667,1.5,-34,-4,-43,1.583333333,-1.65
264,0.377104377,224,0.622895623,370,36047014200,0.258241758,141,0.741758242,405,0.377440347,174,0.622559653,287,-0.370535714,0.234042553,0.086419753,-0.291358025,-146,-264,-113,-0.456955467,0.525400578
265,0.538071066,106,0.461928934,91,36047014300,0.51048951,73,0.48951049,70,0.548387097,34,0.451612903,28,-0.311320755,-0.534246575,-0.3,-0.6,15,3,6,-0.011320755,0.065753425
266,0.461538462,150,0.538461538,175,36047014700,0.473251029,115,0.526748971,128,0.484848485,32,0.515151515,34,-0.233333333,-0.72173913,-0.3671875,-0.734375,-25,-13,-2,0.133854167,0.01263587
267,0.145275035,103,0.854724965,606,36047014800,0.205450734,98,0.794549266,379,0.32300885,73,0.67699115,153,-0.048543689,-0.255102041,-0.598944591,-0.596306069,-503,-281,-80,0.550400902,0.341204028
268,0.568389058,187,0.431610942,142,36047014900,0.421800948,89,0.578199052,122,0.326086957,45,0.673913043,93,-0.524064171,-0.494382022,-0.163934426,-0.237704918,45,-33,-48,-0.360129745,-0.256677104
269,0,0,1,8,36047015000,0.5,4,0.5,4,0,0,1,4,inf,-1,-1,0,-8,0,-4,inf,-1
270,0.487951807,324,0.512048193,340,36047015200,0.390519187,173,0.609480813,270,0.409722222,118,0.590277778,170,-0.466049383,-0.317919075,-0.259259259,-0.37037037,-16,-97,-52,-0.206790123,0.052451295
271,0.551966292,393,0.448033708,319,36047015300,0.468085106,176,0.531914894,200,0.394366197,112,0.605633803,172,-0.55216285,-0.363636364,-0.595,-0.14,74,-24,-60,0.04283715,-0.223636364
272,0.315789474,402,0.684210526,871,36047015400,0.218805441,370,0.781194559,1321,0.226354082,280,0.773645918,957,-0.07960199,-0.243243243,0.340651022,-0.275548827,-469,-951,-677,-0.420253012,0.032305583
273,0.88,88,0.12,12,36047015500,0.7,28,0.3,12,0.818181818,18,0.181818182,4,-0.681818182,-0.357142857,0,-0.666666667,76,16,14,-0.681818182,0.30952381
274,0.566152408,1211,0.433847592,928,36047015900,0.665559247,1803,0.334440753,906,0.651757188,204,0.348242812,109,0.488852188,-0.886855241,-0.024282561,-0.879690949,283,897,95,0.513134749,-0.007164292
275,0.46969697,124,0.53030303,140,36047016000,0.383458647,102,0.616541353,164,0.577981651,126,0.422018349,92,-0.177419355,0.235294118,0.146341463,-0.43902439,-16,-62,34,-0.323760818,0.674318508
276,0.496428571,139,0.503571429,141,36047016200,0.382075472,81,0.617924528,131,0.48447205,78,0.51552795,83,-0.417266187,-0.037037037,-0.076335878,-0.366412214,-2,-50,-5,-0.340930309,0.329375177
277,0.594427245,192,0.405572755,131,36047016400,0.4,104,0.6,156,0.356020942,68,0.643979058,123,-0.458333333,-0.346153846,0.16025641,-0.211538462,61,-52,-55,-0.618589744,-0.134615385
278,0.5125,82,0.4875,78,36047016900,0.648148148,70,0.351851852,38,0.41025641,32,0.58974359,46,-0.146341463,-0.542857143,-1.052631579,0.210526316,4,32,-14,0.906290116,-0.753383459
279,0.296928328,87,0.703071672,206,36047017400,0.228494624,85,0.771505376,287,0.268656716,72,0.731343284,196,-0.022988506,-0.152941176,0.282229965,-0.317073171,-119,-202,-124,-0.305218471,0.164131994
280,0.533950246,4443,0.466049754,3878,36047017700,0.420470424,3611,0.579529576,4977,0.460130259,2614,0.539869741,3067,-0.18726086,-0.276100803,0.220815752,-0.38376532,565,-1366,-453,-0.408076612,0.107664517
281,0.597014925,160,0.402985075,108,36047017900,0.525773196,102,0.474226804,92,0.464912281,53,0.535087719,61,-0.3625,-0.480392157,-0.173913043,-0.336956522,52,10,-8,-0.188586957,-0.143435635
282,0.420537897,344,0.579462103,474,36047019100,0.385011442,673,0.614988558,1075,0.58929144,1838,0.41070856,1281,0.956395349,1.731054978,0.559069767,0.191627907,-130,-402,557,0.397325581,1.539427071
283,0.701834862,306,0.298165138,130,36047019300,0.691011236,246,0.308988764,110,0.648275862,94,0.351724138,51,-0.196078431,-0.617886179,-0.181818182,-0.536363636,176,136,43,-0.01426025,-0.081522542
284,0.556962025,44,0.443037975,35,36047019500,0.621621622,46,0.378378378,28,0.32,8,0.68,17,0.045454545,-0.826086957,-0.25,-0.392857143,9,18,-9,0.295454545,-0.433229814
285,0.654266958,299,0.345733042,158,36047019700,0.631768953,175,0.368231047,102,0.757763975,122,0.242236025,39,-0.414715719,-0.302857143,-0.549019608,-0.617647059,141,73,83,0.134303889,0.314789916
286,0.607843137,31,0.392156863,20,36047020700,0.508474576,30,0.491525424,29,0.588235294,20,0.411764706,14,-0.032258065,-0.333333333,0.310344828,-0.517241379,11,1,6,-0.342602892,0.183908046
287,0.522833178,561,0.477166822,512,36047021100,0.493624772,271,0.506375228,278,0.576576577,192,0.423423423,141,-0.516934046,-0.291512915,-0.841726619,-0.492805755,49,-7,51,0.324792572,0.20129284
288,0.645432692,537,0.354567308,295,36047021300,0.611479029,277,0.388520971,176,0.6875,132,0.3125,60,-0.484171322,-0.523465704,-0.676136364,-0.659090909,242,101,72,0.191965041,0.135625205
289,0.811764706,69,0.188235294,16,36047021500,0.822222222,74,0.177777778,16,0.696969697,46,0.303030303,20,0.072463768,-0.378378378,0,0.25,53,58,26,0.072463768,-0.628378378
290,0.196721311,12,0.803278689,49,36047022000,0.346938776,17,0.653061224,32,0.428571429,9,0.571428571,12,0.416666667,-0.470588235,-0.53125,-0.625,-37,-15,-3,0.947916667,0.154411765
291,0.527363184,106,0.472636816,95,36047022100,0.530201342,79,0.469798658,70,0.681318681,62,0.318681319,29,-0.254716981,-0.215189873,-0.357142857,-0.585714286,11,9,33,0.102425876,0.370524412
292,1,4,0,0,36047022600,0.25,4,0.75,12,0,0,1,16,0,-1,1,0.333333333,4,-8,-16,-1,-1.333333333
293,0.619047619,156,0.380952381,96,36047022700,0.686046512,177,0.313953488,81,0.709677419,88,0.290322581,36,0.134615385,-0.502824859,-0.185185185,-0.555555556,60,96,52,0.31980057,0.052730697
294,0.4,52,0.6,78,36047023200,0.186046512,16,0.813953488,70,0.3,12,0.7,28,-0.692307692,-0.25,-0.114285714,-0.6,-26,-54,-16,-0.578021978,0.35
295,0.76,38,0.24,12,36047023300,0.661290323,41,0.338709677,21,0.76,38,0.24,12,0.078947368,-0.073170732,0.428571429,-0.428571429,26,20,26,-0.34962406,0.355400697
296,0.25,16,0.75,48,36047023400,0.3125,20,0.6875,44,0.253968254,16,0.746031746,47,0.25,-0.2,-0.090909091,0.068181818,-32,-24,-31,0.340909091,-0.268181818
297,0.346938776,51,0.653061224,96,36047023600,0.319727891,47,0.680272109,100,0.368421053,28,0.631578947,48,-0.078431373,-0.404255319,0.04,-0.52,-45,-53,-20,-0.118431373,0.115744681
298,0.491525424,58,0.508474576,60,36047024100,0.507936508,32,0.492063492,31,0.777777778,28,0.222222222,8,-0.448275862,-0.125,-0.935483871,-0.741935484,-2,1,20,0.487208009,0.616935484
299,0.536231884,37,0.463768116,32,36047024200,0.316831683,32,0.683168317,69,0.454545455,20,0.545454545,24,-0.135135135,-0.375,0.536231884,-0.652173913,5,-37,-4,-0.671367019,0.277173913
300,0.828947368,63,0.171052632,13,36047024300,0.636363636,63,0.363636364,36,0.484848485,32,0.515151515,34,0,-0.492063492,0.638888889,-0.055555556,50,27,-2,-0.638888889,-0.436507937
301,0.605898123,226,0.394101877,147,36047024500,0.655518395,196,0.344481605,103,0.604166667,116,0.395833333,76,-0.132743363,-0.408163265,-0.427184466,-0.262135922,79,93,40,0.294441103,-0.146027343
302,0.438053097,99,0.561946903,127,36047024800,0.269430052,52,0.730569948,141,0.397163121,56,0.602836879,85,-0.474747475,0.076923077,0.09929078,-0.397163121,-28,-89,-29,-0.574038255,0.474086197
303,0.557142857,117,0.442857143,93,36047024900,0.64028777,89,0.35971223,50,0.8,32,0.2,8,-0.239316239,-0.640449438,-0.86,-0.84,24,39,24,0.620683761,0.199550562
304,0.349344978,160,0.650655022,298,36047025000,0.349127182,140,0.650872818,261,0.38372093,99,0.61627907,159,-0.125,-0.292857143,-0.141762452,-0.390804598,-138,-121,-60,0.016762452,0.097947455
305,0.551351351,102,0.448648649,83,36047025300,0.481132075,51,0.518867925,55,0.34375,22,0.65625,42,-0.5,-0.568627451,-0.509090909,-0.236363636,19,-4,-20,0.009090909,-0.332263815
306,0.253164557,20,0.746835443,59,36047025600,0.326530612,32,0.673469388,66,0.262295082,32,0.737704918,90,0.6,0,0.106060606,0.363636364,-39,-34,-58,0.493939394,-0.363636364
307,0.530831099,198,0.469168901,175,36047025700,0.472789116,139,0.527210884,155,0.695652174,48,0.304347826,21,-0.297979798,-0.654676259,-0.129032258,-0.864516129,23,-16,27,-0.16894754,0.20983987
308,0.577464789,82,0.422535211,60,36047025901,0.5,46,0.5,46,0.488372093,42,0.511627907,44,-0.43902439,-0.086956522,-0.304347826,-0.043478261,22,0,-2,-0.134676564,-0.043478261
309,0.340206186,33,0.659793814,64,36047026000,0.453703704,49,0.546296296,59,0.455696203,36,0.544303797,43,0.484848485,-0.265306122,-0.084745763,-0.271186441,-31,-10,-7,0.569594248,0.005880318
310,0.690265487,78,0.309734513,35,36047026100,0.573529412,39,0.426470588,29,0.666666667,24,0.333333333,12,-0.5,-0.384615385,-0.206896552,-0.586206897,43,10,12,-0.293103448,0.201591512
311,0.364649682,229,0.635350318,399,36047026200,0.347161572,159,0.652838428,299,0.370588235,126,0.629411765,214,-0.305676856,-0.20754717,-0.334448161,-0.284280936,-170,-140,-88,0.028771305,0.076733767
312,0.629251701,185,0.370748299,109,36047026300,0.692982456,158,0.307017544,70,0.613333333,92,0.386666667,58,-0.145945946,-0.417721519,-0.557142857,-0.171428571,76,88,34,0.411196911,-0.246292948
313,0.666666667,24,0.333333333,12,36047026700,0.6,12,0.4,8,0.5,8,0.5,8,-0.5,-0.333333333,-0.5,0,12,4,0,0,-0.333333333
314,0.467241379,271,0.532758621,309,36047027100,0.501160093,216,0.498839907,215,0.553903346,149,0.446096654,120,-0.20295203,-0.310185185,-0.437209302,-0.441860465,-38,1,29,0.234257273,0.13167528
315,0.46,46,0.54,54,36047027300,0.444444444,44,0.555555556,55,0.382352941,13,0.617647059,21,-0.043478261,-0.704545455,0.018181818,-0.618181818,-8,-11,-8,-0.061660079,-0.086363636
316,0.407142857,57,0.592857143,83,36047027600,0.214285714,12,0.785714286,44,0.4,16,0.6,24,-0.789473684,0.333333333,-0.886363636,-0.454545455,-26,-32,-8,0.096889952,0.787878788
317,0.329931973,97,0.670068027,197,36047027800,0.325,91,0.675,189,0.301724138,70,0.698275862,162,-0.06185567,-0.230769231,-0.042328042,-0.142857143,-100,-98,-92,-0.019527628,-0.087912088
318,0.646666667,97,0.353333333,53,36047027900,0.75862069,88,0.24137931,28,0.561643836,41,0.438356164,32,-0.092783505,-0.534090909,-0.892857143,0.142857143,44,60,9,0.800073638,-0.676948052
319,0.573913043,198,0.426086957,147,36047028100,0.69058296,154,0.30941704,69,0.683453237,95,0.316546763,44,-0.222222222,-0.383116883,-1.130434783,-0.362318841,51,85,51,0.90821256,-0.020798043
320,0.471186441,139,0.528813559,156,36047028300,0.411290323,102,0.588709677,146,0.536,67,0.464,58,-0.26618705,-0.343137255,-0.068493151,-0.602739726,-17,-44,9,-0.1976939,0.259602471
321,0.251851852,34,0.748148148,101,36047028700,0.411764706,28,0.588235294,40,0.487804878,20,0.512195122,21,-0.176470588,-0.285714286,-1.525,-0.475,-67,-12,-1,1.348529412,0.189285714
322,0.52,13,0.48,12,36047028800,0,0,1,14,0.333333333,4,0.666666667,8,-1,inf,0.142857143,-0.428571429,1,-14,-4,-1.142857143,inf
323,0.426512968,148,0.573487032,199,36047028900,0.426791277,137,0.573208723,184,0.603351955,108,0.396648045,71,-0.074324324,-0.211678832,-0.081521739,-0.614130435,-51,-47,37,0.007197415,0.402451603
324,0.46031746,203,0.53968254,238,36047029300,0.435294118,111,0.564705882,144,0.408333333,49,0.591666667,71,-0.45320197,-0.558558559,-0.652777778,-0.506944444,-35,-33,-22,0.199575807,-0.051614114
325,0.452830189,24,0.547169811,29,36047029600,0.698113208,37,0.301886792,16,0.1875,12,0.8125,52,0.541666667,-0.675675676,-0.8125,2.25,-5,21,-40,1.354166667,-2.925675676
326,0.56091954,488,0.43908046,382,36047029700,0.569105691,280,0.430894309,212,0.543624161,81,0.456375839,68,-0.426229508,-0.710714286,-0.801886792,-0.679245283,106,68,13,0.375657284,-0.031469003
327,0.377514793,319,0.622485207,526,36047030000,0.385232745,240,0.614767255,383,0.298924731,139,0.701075269,326,-0.247648903,-0.420833333,-0.373368146,-0.148825065,-207,-143,-187,0.125719243,-0.272008268
328,0.553030303,73,0.446969697,59,36047030100,0.582608696,67,0.417391304,48,0.4,24,0.6,36,-0.082191781,-0.641791045,-0.229166667,-0.25,14,19,-12,0.146974886,-0.391791045
329,0.514285714,36,0.485714286,34,36047030200,0.311111111,28,0.688888889,62,0.289855072,20,0.710144928,49,-0.222222222,-0.285714286,0.451612903,-0.209677419,2,-34,-29,-0.673835125,-0.076036866
330,0.525684932,307,0.474315068,277,36047030300,0.533596838,270,0.466403162,236,0.557939914,130,0.442060086,103,-0.120521173,-0.518518519,-0.173728814,-0.563559322,30,34,27,0.053207641,0.045040804
331,0.456146927,1217,0.543853073,1451,36047030400,0.414588859,1563,0.585411141,2207,0.396998636,873,0.603001364,1326,0.28430567,-0.441458733,0.342546443,-0.399184413,-234,-644,-453,-0.058240773,-0.04227432
332,0.842105263,64,0.157894737,12,36047030500,0.631578947,36,0.368421053,21,0.545454545,6,0.454545455,5,-0.4375,-0.833333333,0.428571429,-0.761904762,52,15,1,-0.866071429,-0.071428571
333,0.496296296,67,0.503703704,68,36047030600,0.480519481,74,0.519480519,80,0.486111111,35,0.513888889,37,0.104477612,-0.527027027,0.15,-0.5375,-1,-6,-2,-0.045522388,0.010472973
334,0.68,68,0.32,32,36047030700,0.76635514,82,0.23364486,25,1,35,0,0,0.205882353,-0.573170732,-0.28,-1,36,57,35,0.485882353,0.426829268
335,0.483568075,103,0.516431925,110,36047030800,0.488235294,83,0.511764706,87,0.428571429,63,0.571428571,84,-0.194174757,-0.240963855,-0.264367816,-0.034482759,-7,-4,-21,0.070193059,-0.206481097
336,0.543307087,621,0.456692913,522,36047031400,0.53643547,611,0.46356453,528,0.525454545,578,0.474545455,522,-0.01610306,-0.05400982,0.011363636,-0.011363636,99,83,56,-0.027466696,-0.042646184
337,0.764705882,65,0.235294118,20,36047031500,0.636363636,28,0.363636364,16,0.6,12,0.4,8,-0.569230769,-0.571428571,-0.25,-0.5,45,12,4,-0.319230769,-0.071428571
338,0.64893617,122,0.35106383,66,36047031701,0.596638655,71,0.403361345,48,0.84,42,0.16,8,-0.418032787,-0.408450704,-0.375,-0.833333333,56,23,34,-0.043032787,0.424882629
339,0.566115702,1370,0.433884298,1050,36047031900,0.545747423,847,0.454252577,705,0.596537949,448,0.403462051,303,-0.381751825,-0.47107438,-0.489361702,-0.570212766,320,142,145,0.107609877,0.099138386
340,0.5,914,0.5,914,36047032100,0.604133545,1520,0.395866455,996,0.656862745,67,0.343137255,35,0.663019694,-0.955921053,0.082329317,-0.964859438,0,524,32,0.580690376,0.008938385
341,0.68,85,0.32,40,36047032600,0.559440559,80,0.440559441,63,0.603133159,231,0.396866841,152,-0.058823529,1.8875,0.365079365,1.412698413,45,17,79,-0.423902894,0.474801587
342,0.71040724,157,0.28959276,64,36047032800,0.670050761,132,0.329949239,65,0.7,105,0.3,45,-0.159235669,-0.204545455,0.015384615,-0.307692308,93,67,60,-0.174620284,0.103146853
343,0.546296296,59,0.453703704,49,36047032900,0.444444444,20,0.555555556,25,0.5,20,0.5,20,-0.661016949,0,-0.96,-0.2,10,-5,0,0.298983051,0.2
344,0.653846154,136,0.346153846,72,36047033600,0.578431373,118,0.421568627,86,0.759036145,126,0.240963855,40,-0.132352941,0.06779661,0.162790698,-0.534883721,64,32,86,-0.295143639,0.602680331
345,0.666666667,90,0.333333333,45,36047033900,0.572916667,55,0.427083333,41,0.616438356,45,0.383561644,28,-0.388888889,-0.181818182,-0.097560976,-0.317073171,45,14,17,-0.291327913,0.135254989
346,0.496688742,150,0.503311258,152,36047034000,0.617760618,160,0.382239382,99,0.613793103,89,0.386206897,56,0.066666667,-0.44375,-0.535353535,-0.434343434,-2,61,33,0.602020202,-0.009406566
347,0.661710037,356,0.338289963,182,36047034200,0.561165049,289,0.438834951,226,0.698630137,153,0.301369863,66,-0.188202247,-0.470588235,0.194690265,-0.707964602,174,63,87,-0.382892513,0.237376366
348,0.547169811,87,0.452830189,72,36047034300,0.549132948,95,0.450867052,78,0.527472527,48,0.472527473,43,0.091954023,-0.494736842,0.076923077,-0.448717949,15,17,5,0.015030946,-0.046018893
349,0.530405405,1099,0.469594595,973,36047035100,0.504680851,593,0.495319149,582,0.557692308,319,0.442307692,253,-0.460418562,-0.462057336,-0.671821306,-0.565292096,126,11,66,0.211402744,0.103234761
350,0.573046433,506,0.426953567,377,36047035200,0.608958838,503,0.391041162,323,0.577120823,449,0.422879177,329,-0.005928854,-0.107355865,-0.167182663,0.018575851,129,180,120,0.161253809,-0.125931716
351,0.612987013,236,0.387012987,149,36047035300,0.620253165,147,0.379746835,90,0.476744186,41,0.523255814,45,-0.377118644,-0.721088435,-0.655555556,-0.5,87,57,-4,0.278436911,-0.221088435
352,0.635116598,463,0.364883402,266,36047035400,0.639899624,510,0.360100376,287,0.650112867,576,0.349887133,310,0.101511879,0.129411765,0.073170732,0.080139373,197,223,266,0.028341147,0.049272392
353,0.586455331,814,0.413544669,574,36047035700,0.6125,588,0.3875,372,0.612068966,284,0.387931034,180,-0.277641278,-0.517006803,-0.543010753,-0.516129032,240,216,104,0.265369475,-0.00087777
354,0.523431295,659,0.476568705,600,36047036100,0.464634146,381,0.535365854,439,0.473903967,227,0.526096033,252,-0.42185129,-0.404199475,-0.366742597,-0.425968109,59,-58,-25,-0.055108693,0.021768634
355,0.515151515,34,0.484848485,32,36047036200,0.625,20,0.375,12,0.75,12,0.25,4,-0.411764706,-0.4,-1.666666667,-0.666666667,2,8,8,1.254901961,0.266666667
356,0.545454545,258,0.454545455,215,36047036300,0.609254499,237,0.390745501,152,0.695238095,146,0.304761905,64,-0.081395349,-0.383966245,-0.414473684,-0.578947368,43,85,82,0.333078335,0.194981124
357,0.450292398,77,0.549707602,94,36047036400,0.551282051,86,0.448717949,70,0.560509554,88,0.439490446,69,0.116883117,0.023255814,-0.342857143,-0.014285714,-17,16,19,0.45974026,0.037541528
358,0.610526316,58,0.389473684,37,36047036501,0.666666667,32,0.333333333,16,1,4,0,0,-0.448275862,-0.875,-1.3125,-1,21,16,4,0.864224138,0.125
359,0.42081533,2240,0.57918467,3083,36047036700,0.416024653,1350,0.583975347,1895,0.412208505,601,0.587791495,857,-0.397321429,-0.554814815,-0.626912929,-0.547757256,-843,-545,-256,0.2295915,-0.007057559
360,0.632398754,203,0.367601246,118,36047036900,0.689393939,182,0.310606061,82,0.623376623,96,0.376623377,58,-0.103448276,-0.472527473,-0.43902439,-0.292682927,85,100,38,0.335576114,-0.179844546
361,0.564417178,184,0.435582822,142,36047037000,0.401898734,127,0.598101266,189,0.51986755,157,0.48013245,145,-0.309782609,0.236220472,0.248677249,-0.232804233,42,-62,12,-0.558459857,0.469024705
362,0.596698113,253,0.403301887,171,36047037100,0.604166667,174,0.395833333,114,0.621212121,164,0.378787879,100,-0.312252964,-0.057471264,-0.5,-0.122807018,82,60,64,0.187747036,0.065335753
363,0.602112676,342,0.397887324,226,36047037402,0.534638554,355,0.465361446,309,0.539568345,300,0.460431655,256,0.038011696,-0.154929577,0.268608414,-0.171521036,116,46,44,-0.230596718,0.016591458
364,0.2,4,0.8,16,36047037500,0.4,16,0.6,24,0.529411765,18,0.470588235,16,3,0.125,0.333333333,-0.333333333,-12,-8,2,2.666666667,0.458333333
365,0.661016949,39,0.338983051,20,36047038100,0.622222222,28,0.377777778,17,0.551724138,16,0.448275862,13,-0.282051282,-0.428571429,-0.176470588,-0.235294118,19,11,3,-0.105580694,-0.193277311
366,0.709302326,183,0.290697674,75,36047038200,0.787234043,148,0.212765957,40,0.547619048,69,0.452380952,57,-0.191256831,-0.533783784,-0.875,0.425,108,108,12,0.683743169,-0.958783784
367,0.711711712,79,0.288288288,32,36047038300,0.733333333,77,0.266666667,28,0.7,28,0.3,12,-0.025316456,-0.636363636,-0.142857143,-0.571428571,47,49,16,0.117540687,-0.064935065
368,0.454545455,40,0.545454545,48,36047038500,0.56043956,51,0.43956044,40,0.432432432,16,0.567567568,21,0.275,-0.68627451,-0.2,-0.475,-8,11,-5,0.475,-0.21127451
369,0.416107383,62,0.583892617,87,36047038600,0.359281437,60,0.640718563,107,0.378698225,64,0.621301775,105,-0.032258065,0.066666667,0.186915888,-0.018691589,-25,-47,-41,-0.219173952,0.085358255
370,0.427966102,202,0.572033898,270,36047038800,0.42287234,159,0.57712766,217,0.508333333,122,0.491666667,118,-0.212871287,-0.232704403,-0.244239631,-0.456221198,-68,-58,4,0.031368344,0.223516796
371,0.397435897,217,0.602564103,329,36047038900,0.554987212,217,0.445012788,174,0.432653061,106,0.567346939,139,0,-0.511520737,-0.890804598,-0.201149425,-112,43,-33,0.890804598,-0.310371312
372,0.515923567,243,0.484076433,228,36047039300,0.491935484,122,0.508064516,126,0.378378378,56,0.621621622,92,-0.497942387,-0.540983607,-0.80952381,-0.26984127,15,-4,-36,0.311581423,-0.271142337
373,0.418502203,95,0.581497797,132,36047039500,0.24,36,0.76,114,0.25,16,0.75,48,-0.621052632,-0.555555556,-0.157894737,-0.578947368,-37,-78,-32,-0.463157895,0.023391813
374,0.382129278,201,0.617870722,325,36047039700,0.358757062,127,0.641242938,227,0.330543933,79,0.669456067,160,-0.368159204,-0.377952756,-0.431718062,-0.295154185,-124,-100,-81,0.063558858,-0.082798571
375,0.534883721,23,0.465116279,20,36047039800,0.75,12,0.25,4,0.666666667,8,0.333333333,4,-0.47826087,-0.333333333,-4,0,3,8,4,3.52173913,-0.333333333
376,0.470588235,24,0.529411765,27,36047040100,0.466666667,28,0.533333333,32,0.68627451,35,0.31372549,16,0.166666667,0.25,0.15625,-0.5,-3,-4,19,0.010416667,0.75
377,0.479112272,367,0.520887728,399,36047040200,0.428015564,220,0.571984436,294,0.421917808,154,0.578082192,211,-0.400544959,-0.3,-0.357142857,-0.282312925,-32,-74,-57,-0.043402102,-0.017687075
378,0.36440678,86,0.63559322,150,36047040500,0.293478261,54,0.706521739,130,0.466666667,28,0.533333333,32,-0.372093023,-0.481481481,-0.153846154,-0.753846154,-64,-76,-4,-0.218246869,0.272364672
379,0,0,1,20,36047041000,0.363636364,8,0.636363636,14,0.428571429,12,0.571428571,16,inf,0.5,-0.428571429,0.142857143,-20,-6,-4,inf,0.357142857
380,0.226345083,122,0.773654917,417,36047041401,0.222929936,105,0.777070064,366,0.208333333,80,0.791666667,304,-0.139344262,-0.238095238,-0.139344262,-0.169398907,-295,-261,-224,0,-0.068696331
381,0.204379562,28,0.795620438,109,36047041402,0.229885057,20,0.770114943,67,0.336956522,31,0.663043478,61,-0.285714286,0.55,-0.626865672,-0.089552239,-81,-47,-30,0.341151386,0.639552239
382,0.299003322,90,0.700996678,211,36047041700,0.357843137,73,0.642156863,131,0.433333333,52,0.566666667,68,-0.188888889,-0.287671233,-0.610687023,-0.480916031,-121,-58,-16,0.421798134,0.193244798
383,0.421653901,3248,0.578346099,4455,36047041800,0.407841859,3755,0.592158141,5452,0.419657959,2233,0.580342041,3088,0.156096059,-0.405326232,0.182868672,-0.433602348,-1207,-1697,-855,-0.026772613,0.028276116
384,0.366515837,81,0.633484163,140,36047042300,0.38172043,71,0.61827957,115,0.472222222,51,0.527777778,57,-0.12345679,-0.281690141,-0.217391304,-0.504347826,-59,-44,-6,0.093934514,0.222657685
385,0.507142857,213,0.492857143,207,36047042800,0.426666667,160,0.573333333,215,0.487804878,120,0.512195122,126,-0.248826291,-0.25,0.037209302,-0.413953488,6,-55,-6,-0.286035593,0.163953488
386,0.727083333,2792,0.272916667,1048,36047042900,0.605275066,9363,0.394724934,6106,0.549586777,133,0.450413223,109,2.353510029,-0.985795151,0.828365542,-0.982148706,1744,3257,24,1.525144487,-0.003646445
387,0.347572816,358,0.652427184,672,36047043000,0.343336275,389,0.656663725,744,0.348281016,233,0.651718984,436,0.086592179,-0.401028278,0.096774194,-0.413978495,-314,-355,-203,-0.010182015,0.012950217
388,0.228116711,86,0.771883289,291,36047043200,0.243589744,76,0.756410256,236,0.256830601,47,0.743169399,136,-0.11627907,-0.381578947,-0.233050847,-0.423728814,-205,-160,-89,0.116771778,0.042149866
389,0.357771261,122,0.642228739,219,36047043300,0.410810811,76,0.589189189,109,0.411764706,49,0.588235294,70,-0.37704918,-0.355263158,-1.009174312,-0.357798165,-97,-33,-21,0.632125132,0.002535007
390,0.514469453,160,0.485530547,151,36047043500,0.471311475,115,0.528688525,129,0.463541667,89,0.536458333,103,-0.28125,-0.226086957,-0.170542636,-0.201550388,9,-14,-14,-0.110707364,-0.024536569
391,0.476510067,142,0.523489933,156,36047043700,0.5,121,0.5,121,0.420168067,50,0.579831933,69,-0.147887324,-0.58677686,-0.289256198,-0.429752066,-14,0,-19,0.141368874,-0.157024793
392,0.263157895,65,0.736842105,182,36047043800,0.232,58,0.768,192,0.239361702,45,0.760638298,143,-0.107692308,-0.224137931,0.052083333,-0.255208333,-117,-134,-98,-0.159775641,0.031070402
393,0,0,1,28,36047044000,0.16,8,0.84,42,0,0,1,32,inf,-1,0.333333333,-0.238095238,-28,-34,-32,inf,-0.761904762
394,0.639705882,87,0.360294118,49,36047044100,0.743589744,58,0.256410256,20,0.538461538,28,0.461538462,24,-0.333333333,-0.517241379,-1.45,0.2,38,38,4,1.116666667,-0.717241379
395,0.633587786,83,0.366412214,48,36047044300,0.653846154,85,0.346153846,45,0.459459459,34,0.540540541,40,0.024096386,-0.6,-0.066666667,-0.111111111,35,40,-6,0.090763052,-0.488888889
396,0.428571429,18,0.571428571,24,36047044400,0.242424242,8,0.757575758,25,0.666666667,16,0.333333333,8,-0.555555556,1,0.04,-0.68,-6,-17,8,-0.595555556,1.68
397,0.705263158,134,0.294736842,56,36047044500,0.733333333,110,0.266666667,40,0.762886598,74,0.237113402,23,-0.179104478,-0.327272727,-0.4,-0.425,78,70,51,0.220895522,0.097727273
398,0.424528302,45,0.575471698,61,36047044700,0.591836735,29,0.408163265,20,0.473684211,36,0.526315789,40,-0.355555556,0.24137931,-2.05,1,-16,9,-4,1.694444444,-0.75862069
399,0.426710098,262,0.573289902,352,36047044900,0.47464503,234,0.52535497,259,0.464882943,278,0.535117057,320,-0.106870229,0.188034188,-0.359073359,0.235521236,-90,-25,-42,0.25220313,-0.047487047
400,0.578947368,44,0.421052632,32,36047045300,0.230769231,12,0.769230769,40,1,8,0,0,-0.727272727,-0.333333333,0.2,-1,12,-28,8,-0.927272727,0.666666667
401,0.32,16,0.68,34,36047045600,0.357142857,10,0.642857143,18,0.210526316,12,0.789473684,45,-0.375,0.2,-0.888888889,1.5,-18,-8,-33,0.513888889,-1.3
